id	pointer	kind	review	verification_issue	support	disposition
Q03-F205	/quotations/8/evidentiary_use	editorial-use-limit	Q03-R09	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F206	/quotations/9/id	source-metadata	Q03-R10	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F207	/quotations/9/type	source-metadata	Q03-R10	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F208	/quotations/9/text	quotation	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	index-excerpt-only
Q03-F209	/quotations/9/authority_type	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F210	/quotations/9/tradition_or_domain	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F211	/quotations/9/author_or_body	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F212	/quotations/9/work	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F213	/quotations/9/locator	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F214	/quotations/9/translation_or_version	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F215	/quotations/9/jurisdiction	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F216	/quotations/9/authority_level	attribution-or-scope	Q03-R10	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F217	/quotations/9/source_url	source-metadata	Q03-R10	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F218	/quotations/9/verified_at	historical-verification-label	Q03-R10	https://github.com/grwtsk/huey/issues/192	source-preservation	not-recertified
Q03-F219	/quotations/9/principles/0	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F220	/quotations/9/principles/1	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F221	/quotations/9/principles/2	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F222	/quotations/9/ethics_nodes/0	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F223	/quotations/9/ethics_nodes/1	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F224	/quotations/9/ethics_nodes/2	conceptual-correspondence	Q03-R10	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F225	/quotations/9/context_note	compound-context-statement	Q03-R10	https://github.com/grwtsk/huey/issues/192	substantial	see-entry-review
Q03-F226	/quotations/9/use_note	editorial-use-limit	Q03-R10	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F227	/quotations/9/evidentiary_use	editorial-use-limit	Q03-R10	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F228	/quotations/10/id	source-metadata	Q03-R11	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F229	/quotations/10/type	source-metadata	Q03-R11	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F230	/quotations/10/text	quotation	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	matched-item
Q03-F231	/quotations/10/authority_type	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F232	/quotations/10/tradition_or_domain	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F233	/quotations/10/author_or_body	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F234	/quotations/10/work	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F235	/quotations/10/locator	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F236	/quotations/10/translation_or_version	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F237	/quotations/10/jurisdiction	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F238	/quotations/10/authority_level	attribution-or-scope	Q03-R11	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F239	/quotations/10/source_url	source-metadata	Q03-R11	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F240	/quotations/10/verified_at	historical-verification-label	Q03-R11	https://github.com/grwtsk/huey/issues/192	source-preservation	not-recertified
Q03-F241	/quotations/10/principles/0	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F242	/quotations/10/principles/1	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F243	/quotations/10/principles/2	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F244	/quotations/10/ethics_nodes/0	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F245	/quotations/10/ethics_nodes/1	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F246	/quotations/10/ethics_nodes/2	conceptual-correspondence	Q03-R11	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F247	/quotations/10/context_note	compound-context-statement	Q03-R11	https://github.com/grwtsk/huey/issues/192	substantial	see-entry-review
Q03-F248	/quotations/10/use_note	editorial-use-limit	Q03-R11	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F249	/quotations/10/evidentiary_use	editorial-use-limit	Q03-R11	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F250	/quotations/11/id	source-metadata	Q03-R12	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F251	/quotations/11/type	source-metadata	Q03-R12	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F252	/quotations/11/text	quotation	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	matched-excerpt
Q03-F253	/quotations/11/authority_type	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F254	/quotations/11/tradition_or_domain	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F255	/quotations/11/author_or_body	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F256	/quotations/11/work	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F257	/quotations/11/locator	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F258	/quotations/11/translation_or_version	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F259	/quotations/11/jurisdiction	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F260	/quotations/11/authority_level	attribution-or-scope	Q03-R12	https://github.com/grwtsk/huey/issues/192	primary-text	see-entry-review
Q03-F261	/quotations/11/source_url	source-metadata	Q03-R12	https://github.com/grwtsk/huey/issues/192	source-preservation	preserved-source-field
Q03-F262	/quotations/11/verified_at	historical-verification-label	Q03-R12	https://github.com/grwtsk/huey/issues/192	source-preservation	not-recertified
Q03-F263	/quotations/11/principles/0	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F264	/quotations/11/principles/1	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F265	/quotations/11/principles/2	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F266	/quotations/11/ethics_nodes/0	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F267	/quotations/11/ethics_nodes/1	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F268	/quotations/11/ethics_nodes/2	conceptual-correspondence	Q03-R12	https://github.com/grwtsk/huey/issues/144	substantial	unreviewed-correspondence
Q03-F269	/quotations/11/context_note	compound-context-statement	Q03-R12	https://github.com/grwtsk/huey/issues/192	substantial	see-entry-review
Q03-F270	/quotations/11/use_note	editorial-use-limit	Q03-R12	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
Q03-F271	/quotations/11/evidentiary_use	editorial-use-limit	Q03-R12	https://github.com/grwtsk/huey/issues/192	reasoning	preserved-not-legal-clearance
